"","Location","Year","count","Family","Species","length","a","b","biomass.kgha","mass.g","FG.fine","lat","lon","Management","state"
"271100","Mahe E Carbonate","2017",6,"Acanthuridae","Acanthurus tennentii",15,0.0261,3.024,6.10653037920842,94,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"272100","Mahe E Patch","2017",3,"Acanthuridae","Acanthurus tennentii",15,0.0261,3.024,6.10653037920842,94,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"273100","Mahe E Patch","2017",3,"Acanthuridae","Acanthurus tennentii",16,0.0261,3.024,7.42255427929206,114,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"274100","Mahe E Patch","2017",4,"Acanthuridae","Acanthurus tennentii",16,0.0261,3.024,7.42255427929206,114,"Herbivore Grazer",-4.703574,55.528198,"Fished","Recovering"
"275100","Mahe W Granite","2017",1,"Acanthuridae","Acanthurus tennentii",17,0.0261,3.024,8.91604173841607,137,"Herbivore Grazer",-4.659828,55.360993,"Fished","Recovering"
"276100","Mahe W Carbonate","2017",3,"Acanthuridae","Acanthurus tennentii",27,0.0261,3.024,36.119237826515,556,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"277100","Mahe W Carbonate","2017",4,"Acanthuridae","Acanthurus tennentii",17,0.0261,3.024,8.91604173841607,137,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"278100","Mahe W Carbonate","2017",5,"Acanthuridae","Acanthurus tennentii",26,0.0261,3.024,32.2235926532335,496,"Herbivore Grazer",-4.669121,55.400252,"Fished","Recovering"
"279100","Praslin SW Granite","2017",4,"Acanthuridae","Acanthurus tennentii",19,0.0261,3.024,12.4808867908981,192,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"280100","Praslin SW Granite","2017",5,"Acanthuridae","Acanthurus tennentii",26,0.0261,3.024,32.2235926532335,496,"Herbivore Grazer",-4.313662,55.678717,"Fished","Recovering"
"290100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus tennentii",17,0.0261,3.024,8.91604173841607,137,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"291100","Praslin NE Carbonate","2017",5,"Acanthuridae","Acanthurus tennentii",16,0.0261,3.024,7.42255427929206,114,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"300100","Praslin SW Carbonate","2017",7,"Acanthuridae","Acanthurus triostegus",16,0.1317,2.392,6.49373887318498,100,"Herbivore Grazer",-4.350873,55.701522,"Fished","Shifted"
"301100","Praslin SW Carbonate","2017",7,"Acanthuridae","Acanthurus triostegus",16,0.1317,2.392,6.49373887318498,100,"Herbivore Grazer",-4.350873,55.701522,"Fished","Shifted"
"302100","Praslin SW Carbonate","2017",8,"Acanthuridae","Acanthurus triostegus",13,0.1317,2.392,3.9517760147473,61,"Herbivore Grazer",-4.350873,55.701522,"Fished","Shifted"
"307100","Praslin NE Carbonate","2017",2,"Acanthuridae","Acanthurus triostegus",13,0.1317,2.392,3.9517760147473,61,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"308100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus triostegus",13,0.1317,2.392,3.9517760147473,61,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"309100","Praslin NE Carbonate","2017",3,"Acanthuridae","Acanthurus triostegus",14,0.1317,2.392,4.71821887430144,73,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"310100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus triostegus",14,0.1317,2.392,4.71821887430144,73,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"311100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus triostegus",15,0.1317,2.392,5.56480709323125,86,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"312100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus triostegus",14,0.1317,2.392,4.71821887430144,73,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"313100","Praslin NE Carbonate","2017",4,"Acanthuridae","Acanthurus triostegus",14,0.1317,2.392,4.71821887430144,73,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"314100","Praslin NE Carbonate","2017",5,"Acanthuridae","Acanthurus triostegus",13,0.1317,2.392,3.9517760147473,61,"Herbivore Grazer",-4.315847,55.756687,"Fished","Shifted"
"510100","Mahe NW Granite","2017",5,"Acanthuridae","Naso elegans",29,0.0497,2.839,45.7887040613822,705,"Herbivore Browser",-4.562673,55.436906,"Fished","Recovering"
"511100","Mahe NW Granite","2017",5,"Acanthuridae","Naso elegans",33,0.0497,2.839,66.080224734833,1017,"Herbivore Browser",-4.562673,55.436906,"Fished","Recovering"
"512100","Mahe W Granite","2017",5,"Acanthuridae","Naso elegans",32,0.0497,2.839,60.5523809456998,932,"Herbivore Browser",-4.659828,55.360993,"Fished","Recovering"
"513100","Mahe W Granite","2017",5,"Acanthuridae","Naso elegans",28,0.0497,2.839,41.4469032187534,638,"Herbivore Browser",-4.659828,55.360993,"Fished","Recovering"
"514100","Mahe W Carbonate","2017",8,"Acanthuridae","Naso elegans",38,0.0497,2.839,98.6315973900696,1518,"Herbivore Browser",-4.669121,55.400252,"Fished","Recovering"
"515100","Praslin SW Granite","2017",2,"Acanthuridae","Naso elegans",27,0.0497,2.839,37.3811073508064,575,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"516100","Praslin SW Granite","2017",4,"Acanthuridae","Naso elegans",34,0.0497,2.839,71.9248693197398,1107,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"517100","Praslin SW Granite","2017",4,"Acanthuridae","Naso elegans",29,0.0497,2.839,45.7887040613822,705,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"518100","Praslin SW Granite","2017",5,"Acanthuridae","Naso elegans",22,0.0497,2.839,20.9001030219542,322,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"519100","Praslin SW Granite","2017",5,"Acanthuridae","Naso elegans",25,0.0497,2.839,30.0443021279345,462,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"520100","Praslin SW Granite","2017",5,"Acanthuridae","Naso elegans",23,0.0497,2.839,23.7113216820275,365,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"521100","Praslin SW Granite","2017",5,"Acanthuridae","Naso elegans",24,0.0497,2.839,26.7565522563921,412,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"522100","Praslin SW Granite","2017",5,"Acanthuridae","Naso elegans",25,0.0497,2.839,30.0443021279345,462,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"523100","Praslin SW Granite","2017",5,"Acanthuridae","Naso elegans",27,0.0497,2.839,37.3811073508064,575,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"524100","Praslin SW Granite","2017",6,"Acanthuridae","Naso elegans",22,0.0497,2.839,20.9001030219542,322,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"525100","Praslin SW Granite","2017",6,"Acanthuridae","Naso elegans",24,0.0497,2.839,26.7565522563921,412,"Herbivore Browser",-4.313662,55.678717,"Fished","Recovering"
"94310","Mahe E Carbonate","2017",6,"Acanthuridae","Acanthurus leucosternon",14,0.1317,2.392,4.71821887430144,73,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"107410","Mahe E Patch","2017",8,"Labridae","Cheilinus fasciatus",27,0.021,2.972,24.4842299193387,377,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"109410","Mahe E Granite","2017",1,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"109510","Mahe E Granite","2017",1,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"109610","Mahe E Granite","2017",1,"Labridae","Cheilinus trilobatus",10,0.021,2.972,1.27900823877781,20,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"109710","Mahe E Granite","2017",2,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"109810","Mahe E Granite","2017",3,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"109910","Mahe E Granite","2017",3,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"110010","Mahe E Granite","2017",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"110110","Mahe E Granite","2017",3,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"110210","Mahe E Granite","2017",7,"Labridae","Cheilinus trilobatus",22,0.021,2.972,13.3215128921768,205,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"110310","Mahe E Granite","2017",8,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"110410","Mahe E Carbonate","2017",2,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"110510","Mahe E Carbonate","2017",2,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032603953596,80,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"110610","Mahe E Carbonate","2017",2,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"110710","Mahe E Carbonate","2017",2,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"110810","Mahe E Carbonate","2017",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"110910","Mahe E Carbonate","2017",3,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111010","Mahe E Carbonate","2017",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111110","Mahe E Carbonate","2017",3,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032603953596,80,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111210","Mahe E Carbonate","2017",4,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111310","Mahe E Carbonate","2017",4,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111410","Mahe E Carbonate","2017",4,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111510","Mahe E Carbonate","2017",6,"Labridae","Cheilinus trilobatus",23,0.021,2.972,15.2029711252438,234,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111610","Mahe E Carbonate","2017",7,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111710","Mahe E Carbonate","2017",7,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111810","Mahe E Carbonate","2017",7,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"111910","Mahe E Patch","2017",1,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112010","Mahe E Patch","2017",2,"Labridae","Cheilinus trilobatus",27,0.021,2.972,24.4842299193387,377,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112110","Mahe E Patch","2017",2,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112210","Mahe E Patch","2017",3,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112310","Mahe E Patch","2017",4,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112410","Mahe E Patch","2017",4,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112510","Mahe E Patch","2017",4,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032603953596,80,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112610","Mahe E Patch","2017",6,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112710","Mahe E Patch","2017",7,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112810","Mahe E Patch","2017",8,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"112910","Mahe E Patch","2017",8,"Labridae","Cheilinus trilobatus",20,0.021,2.972,10.0353954121732,154,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"113010","Mahe E Patch","2017",8,"Labridae","Cheilinus trilobatus",24,0.021,2.972,17.252862152008,266,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"113110","Mahe E Patch","2017",8,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.8863899196103,337,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"113210","Mahe E Patch","2017",8,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.8863899196103,337,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"114910","Mahe NW Granite","2017",1,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.8863899196103,337,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"115010","Mahe NW Granite","2017",2,"Labridae","Cheilinus trilobatus",22,0.021,2.972,13.3215128921768,205,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"115110","Mahe NW Granite","2017",5,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"115210","Mahe NW Granite","2017",7,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"115310","Mahe NW Granite","2017",8,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"116110","Mahe NW Patch","2017",5,"Labridae","Cheilinus trilobatus",27,0.021,2.972,24.4842299193387,377,"Invertivore",-4.614482,55.41627,"Fished","Recovering"
"116210","Mahe NW Patch","2017",6,"Labridae","Cheilinus trilobatus",27,0.021,2.972,24.4842299193387,377,"Invertivore",-4.614482,55.41627,"Fished","Recovering"
"116310","Mahe NW Patch","2017",7,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.8863899196103,337,"Invertivore",-4.614482,55.41627,"Fished","Recovering"
"116410","Mahe NW Patch","2017",8,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.8863899196103,337,"Invertivore",-4.614482,55.41627,"Fished","Recovering"
"116510","Mahe W Granite","2017",1,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"116610","Mahe W Granite","2017",2,"Labridae","Cheilinus trilobatus",28,0.021,2.972,27.2789098868128,420,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"116710","Mahe W Granite","2017",3,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"116810","Mahe W Granite","2017",5,"Labridae","Cheilinus trilobatus",22,0.021,2.972,13.3215128921768,205,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"116910","Mahe W Patch","2017",6,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"117010","Mahe W Patch","2017",6,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"117110","Mahe W Patch","2017",7,"Labridae","Cheilinus trilobatus",34,0.021,2.972,48.5767755298695,748,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"117210","Mahe W Carbonate","2017",1,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117310","Mahe W Carbonate","2017",2,"Labridae","Cheilinus trilobatus",32,0.021,2.972,40.5675777868172,624,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117410","Mahe W Carbonate","2017",4,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032603953596,80,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117510","Mahe W Carbonate","2017",5,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117610","Mahe W Carbonate","2017",5,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117710","Mahe W Carbonate","2017",5,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117810","Mahe W Carbonate","2017",6,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"117910","Mahe W Carbonate","2017",6,"Labridae","Cheilinus trilobatus",20,0.021,2.972,10.0353954121732,154,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"118010","Mahe W Carbonate","2017",7,"Labridae","Cheilinus trilobatus",12,0.021,2.972,2.19887228440932,34,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"118110","Mahe W Carbonate","2017",7,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"118210","Mahe W Carbonate","2017",8,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"118310","Praslin SW Granite","2017",2,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"118410","Praslin SW Granite","2017",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"118510","Praslin SW Granite","2017",3,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"118610","Praslin SW Granite","2017",7,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"118710","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"118810","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"118910","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.19109597222227,95,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119010","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",22,0.021,2.972,13.3215128921768,205,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119110","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",22,0.021,2.972,13.3215128921768,205,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119210","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119310","Praslin SW Carbonate","2017",1,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119410","Praslin SW Carbonate","2017",2,"Labridae","Cheilinus trilobatus",20,0.021,2.972,10.0353954121732,154,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119510","Praslin SW Carbonate","2017",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.47668916441384,54,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119610","Praslin SW Carbonate","2017",3,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.7894140564037,43,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119710","Praslin SW Carbonate","2017",3,"Labridae","Cheilinus trilobatus",12,0.021,2.972,2.19887228440932,34,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119810","Praslin SW Carbonate","2017",3,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032603953596,80,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"119910","Praslin SW Carbonate","2017",4,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.26792288652201,66,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
